measurement_date,reporting_period,company_name,facility_id,country,city,product_name,cn_code,cbam_sector,destination_country,production_tonnes,export_to_germany_tonnes,EAF carbon steel,Natural gas,Gas/Diesel oil,Electricity,CaO,Graphite electrodes,production_meter_id,gas_meter_id,electricity_meter_id,fuel_log_reference,data_quality_flag,operator_note
2025-01-11,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,42.67,0.00,42.94,1570,103,26.06,0.392,0.072,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-011,measured,
2025-01-12,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,24.32,0.00,24.05,841,60,15.24,0.222,0.039,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-012,measured,reduced production / maintenance shift
2025-01-13,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,54.90,0.00,54.10,2001,135,34.35,0.470,0.090,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-013,measured,
2025-01-14,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,57.51,44.35,61.39,2004,141,36.19,0.534,0.088,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-014,measured,
2025-01-15,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,64.34,0.00,64.91,2304,152,41.58,0.602,0.108,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-015,measured,
2025-01-16,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,62.75,0.00,66.51,2360,143,38.61,0.571,0.101,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-016,measured,
2025-01-17,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,57.83,55.23,59.11,2160,141,36.00,0.496,0.097,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-017,measured,
2025-01-18,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,48.28,0.00,46.40,1647,113,31.78,0.459,0.078,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-018,measured,
2025-01-19,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,29.84,0.00,32.13,1060,70,19.67,0.277,0.048,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-019,measured,reduced production / maintenance shift
2025-01-20,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,54.60,0.00,57.70,1906,136,33.28,0.482,0.087,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-020,measured,
2025-01-21,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,66.70,65.29,71.57,2250,164,42.43,0.594,0.103,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-021,measured,
2025-01-22,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,65.07,0.00,69.48,2410,152,42.07,0.576,0.099,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-022,measured,
2025-01-23,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,59.65,0.00,63.13,2175,140,37.98,0.536,0.101,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-023,measured,
2025-01-24,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,56.85,46.54,55.44,1981,135,35.28,0.501,0.091,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-024,measured,
2025-01-25,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,53.85,0.00,54.61,1987,128,34.31,0.504,0.090,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-025,measured,
2025-01-26,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,21.25,0.00,20.85,767,50,14.34,0.198,0.034,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-026,measured,reduced production / maintenance shift
2025-01-27,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,55.90,0.00,56.11,1988,128,36.32,0.478,0.085,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-027,measured,
2025-01-28,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,55.96,34.78,53.84,1889,133,36.84,0.531,0.091,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-028,measured,
2025-01-29,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,67.33,0.00,67.40,2292,170,45.16,0.615,0.102,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-029,measured,
2025-01-30,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,63.64,0.00,68.41,2387,156,42.24,0.594,0.098,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-030,measured,
2025-01-31,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,66.72,33.98,65.86,2509,168,42.30,0.614,0.108,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-031,measured,
2025-02-01,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,51.92,0.00,54.54,1872,126,31.42,0.463,0.081,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-032,measured,
2025-02-02,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,25.63,0.00,25.89,956,60,16.19,0.237,0.044,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-033,measured,reduced production / maintenance shift
2025-02-03,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,71.31,0.00,71.77,2583,172,47.26,0.676,0.109,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-034,measured,
2025-02-04,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,62.03,53.33,66.48,2131,140,41.60,0.542,0.103,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-035,measured,
2025-02-05,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,64.74,0.00,69.68,2218,151,43.91,0.603,0.105,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-036,measured,
2025-02-06,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,69.06,0.00,70.63,2420,164,43.99,0.623,0.115,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-037,measured,
2025-02-07,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,65.78,47.35,68.57,2472,159,43.57,0.590,0.102,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-038,measured,
2025-02-08,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,53.98,0.00,52.56,2005,132,34.91,0.481,0.087,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-039,measured,
2025-02-09,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,26.40,0.00,26.16,988,63,17.19,0.244,0.042,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-040,measured,reduced production / maintenance shift
2025-02-10,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,67.12,0.00,72.02,2522,160,41.73,0.586,0.107,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-041,measured,
2025-02-11,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,56.85,45.96,58.30,1968,132,35.34,0.532,0.095,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-042,measured,
2025-02-12,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,59.69,0.00,60.94,2076,143,38.10,0.558,0.101,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-043,measured,
2025-02-13,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,60.64,0.00,63.44,2071,152,36.81,0.518,0.095,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-044,measured,
2025-02-14,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,57.38,53.82,55.19,2127,142,36.18,0.539,0.093,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-045,measured,
2025-02-15,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,44.17,0.00,45.32,1657,102,29.02,0.385,0.072,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-046,measured,
2025-02-16,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,17.48,0.00,17.77,620,40,11.12,0.156,0.029,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-047,measured_low_activity,scheduled rolling mill maintenance
2025-02-17,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,60.47,0.00,64.03,2200,145,37.33,0.550,0.102,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-048,measured,
2025-02-18,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,66.04,38.20,64.33,2271,161,42.32,0.585,0.102,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-049,measured,
2025-02-19,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,61.82,0.00,66.27,2332,145,37.99,0.524,0.096,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-050,measured,
2025-02-20,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,61.90,0.00,59.72,2317,154,40.40,0.580,0.101,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-051,measured,
2025-02-21,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,59.40,46.10,58.07,2252,147,36.04,0.513,0.091,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-052,measured,
2025-02-22,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,44.70,0.00,45.93,1663,109,28.39,0.388,0.069,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-053,measured,
2025-02-23,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,33.12,0.00,34.35,1242,77,21.47,0.308,0.050,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-054,measured,reduced production / maintenance shift
2025-02-24,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,66.24,0.00,65.15,2240,153,40.19,0.584,0.100,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-055,measured,
2025-02-25,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,65.63,52.53,63.63,2421,148,42.94,0.617,0.105,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-056,measured,
2025-02-26,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,58.80,0.00,62.53,2066,137,36.17,0.541,0.095,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-057,measured,
2025-02-27,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,67.50,0.00,66.48,2546,161,43.22,0.590,0.106,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-058,measured,
2025-02-28,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,58.68,42.85,60.29,2181,147,35.71,0.496,0.091,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-059,measured,
2025-03-01,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,47.81,0.00,49.26,1790,109,30.31,0.453,0.079,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-060,measured,
2025-03-02,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,35.10,0.00,35.31,1306,83,21.80,0.300,0.058,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-061,measured,reduced production / maintenance shift
2025-03-03,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,68.04,0.00,69.81,2372,166,42.86,0.627,0.109,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-062,measured,
2025-03-04,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,66.70,35.63,67.95,2475,154,44.25,0.599,0.109,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-063,measured,
2025-03-05,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,68.75,0.00,73.49,2350,169,43.58,0.637,0.116,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-064,measured,
2025-03-06,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,71.29,0.00,69.85,2671,171,47.25,0.655,0.118,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-065,measured,
2025-03-07,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,70.22,46.34,73.18,2627,163,46.97,0.642,0.114,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-066,measured,
2025-03-08,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,45.40,0.00,44.67,1574,111,28.33,0.407,0.074,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-067,measured,
2025-03-09,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,16.66,0.00,16.72,620,38,10.18,0.155,0.028,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-068,measured,reduced production / maintenance shift
2025-03-10,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,62.83,0.00,65.14,2243,155,38.08,0.537,0.100,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-069,measured,
2025-03-11,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,62.06,40.51,61.54,2174,154,40.11,0.539,0.100,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-070,measured,
2025-03-12,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,61.15,0.00,60.75,2271,140,41.70,0.562,0.100,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-071,measured,
2025-03-13,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,72.90,0.00,76.29,2529,173,46.05,0.640,0.123,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-072,measured,
2025-03-14,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,71.83,58.73,69.23,2429,166,47.04,0.652,0.120,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-073,measured,
2025-03-15,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,46.77,0.00,47.27,1616,118,31.10,0.419,0.071,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-074,measured,
2025-03-16,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,28.67,0.00,30.86,1007,69,18.78,0.259,0.044,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-075,measured,reduced production / maintenance shift
2025-03-17,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,64.12,0.00,69.01,2400,145,42.50,0.571,0.100,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-076,measured,
2025-03-18,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,72.44,65.88,69.82,2744,168,49.11,0.670,0.120,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-077,measured,
2025-03-19,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,65.13,0.00,63.89,2274,163,40.38,0.573,0.105,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-078,measured,
